event_id,file,waveform_file,channel,event_start_time_ns,peak_time_ns,event_end_time_ns,event_duration_ns,peak_amplitude_mV,detection_threshold_mV,event_start_time_EFraw,event_peak_time_EFraw,event_end_time_EFraw,event_start_time_EFdynamic,event_peak_time_EFdynamic,event_end_time_EFdynamic,event_start_time_batch,event_peak_time_batch,event_end_time_batch,cycle_start_time,cycle_end_time,cycle_period_ns,cycle_index,phase,phase_EFraw,signal_amplitude_mV,snr,c1_peak_time_error_ns
C3_evt_02919,run_2026A_c3_07.csv,run_2026A_c3_07.csv,C3,2919123.4941,2919125.5185,2919128.501,5.0069,75.525,17.4737,2919123.2803,2919125.3047,2919128.2872,2919123.6099,2919125.6343,2919128.6168,2919123.5149,2919125.5393,2919128.5218,2919031.7292,2920033.3555,1001.6263,2919,314.1173,310.9339,83.135,7.6536,1.196
C3_evt_02920,run_2026A_c3_07.csv,run_2026A_c3_07.csv,C3,2920087.8101,2920089.8983,2920092.9088,5.0988,46.867,10.6676,2920087.7298,2920089.818,2920092.8285,2920087.6582,2920089.7464,2920092.757,2920087.791,2920089.8792,2920092.8898,2920005.274,2920998.8419,993.5679,2920,310.7124,309.9917,60.2424,8.0992,2.4711
C3_evt_02921,run_2026A_c3_07.csv,run_2026A_c3_07.csv,C3,2921139.3447,2921140.714,2921142.19,2.8453,55.841,12.861,2921139.336,2921140.7053,2921142.1814,2921139.4069,2921140.7763,2921142.2523,2921139.2748,2921140.6441,2921142.1201,2921017.8328,2922029.2006,1011.3678,2921,327.1834,331.3124,72.7794,7.3487,1.297
C3_evt_02922,run_2026A_c3_07.csv,run_2026A_c3_07.csv,C3,2922140.1625,2922142.0504,2922144.6209,4.4585,59.0418,14.2694,2922140.273,2922142.1609,2922144.7314,2922140.052,2922141.9399,2922144.5104,2922140.2458,2922142.1337,2922144.7043,2922018.2844,2923011.6167,993.3323,2922,333.0695,329.5607,71.2766,9.3476,0.3577
C3_evt_02923,run_2026A_c3_07.csv,run_2026A_c3_07.csv,C3,2923169.0878,2923170.9792,2923173.0563,3.9685,40.7164,9.0979,2923169.195,2923171.0865,2923173.1635,2923169.0708,2923170.9623,2923173.0393,2923169.1871,2923171.0785,2923173.1556,2923021.9859,2924021.4188,999.4328,2923,6.1457,11.0633,47.4572,8.786,1.1308
C3_evt_02924,run_2026A_c3_07.csv,run_2026A_c3_07.csv,C3,2924179.2524,2924180.8544,2924182.4034,3.151,53.8208,12.2603,2924179.513,2924181.115,2924182.664,2924179.3375,2924180.9394,2924182.4885,2924179.1393,2924180.7412,2924182.2903,2924033.4689,2925031.6231,998.1542,2924,355.3479,353.0702,58.1969,6.105,-0.0066
C3_evt_02925,run_2026A_c3_07.csv,run_2026A_c3_07.csv,C3,2925158.008,2925159.6152,2925162.151,4.1431,53.5371,12.8491,2925157.7834,2925159.3906,2925161.9265,2925158.0481,2925159.6553,2925162.1912,2925158.0942,2925159.7014,2925162.2373,2925020.9328,2926020.7611,999.8283,2925,353.076,354.1549,63.553,7.8446,2.1202
C3_evt_02926,run_2026A_c3_07.csv,run_2026A_c3_07.csv,C3,2926175.3945,2926176.7158,2926178.813,3.4185,65.9563,15.9862,2926175.2563,2926176.5777,2926178.6749,2926175.4799,2926176.8012,2926178.8984,2926175.3968,2926176.7182,2926178.8154,2926023.8376,2927027.118,1003.2804,2926,2.1858,359.9017,76.8088,7.0161,2.7402
C3_evt_02927,run_2026A_c3_07.csv,run_2026A_c3_07.csv,C3,2927203.7832,2927205.1744,2927207.5087,3.7255,68.979,15.8665,2927203.7337,2927205.1249,2927207.4592,2927203.7621,2927205.1533,2927207.4876,2927203.679,2927205.0702,2927207.4045,2927027.5127,2928016.8648,989.3521,2927,28.2106,31.6567,89.7224,7.8278,3.2339
C3_evt_02928,run_2026A_c3_07.csv,run_2026A_c3_07.csv,C3,2928204.2792,2928206.5727,2928208.8597,4.5805,65.7284,14.5705,2928204.0671,2928206.3607,2928208.6476,2928204.3516,2928206.6451,2928208.9321,2928204.3615,2928206.655,2928208.942,2928018.0662,2929012.046,993.9797,2928,24.9164,28.2347,74.8831,8.595,-1.2674
C3_evt_02929,run_2026A_c3_07.csv,run_2026A_c3_07.csv,C3,2929207.3924,2929209.0409,2929211.041,3.6486,69.7998,14.1633,2929207.6486,2929209.2971,2929211.2972,2929207.3253,2929208.9738,2929210.9739,2929207.4816,2929209.13,2929211.1302,2929029.781,2930032.7001,1002.9191,2929,29.959,29.5269,77.4197,9.5779,0.2733
C3_evt_02930,run_2026A_c3_07.csv,run_2026A_c3_07.csv,C3,2930198.61,2930200.6135,2930202.6496,4.0396,56.7378,12.5935,2930198.567,2930200.5705,2930202.6066,2930198.5876,2930200.5912,2930202.6272,2930198.6482,2930200.6517,2930202.6878,2930023.0765,2931028.8246,1005.7481,2930,27.9434,28.1822,71.189,7.2959,2.0717
C3_evt_02931,run_2026A_c3_07.csv,run_2026A_c3_07.csv,C3,2931192.6796,2931193.9339,2931196.0935,3.4139,55.7468,11.6082,2931192.6806,2931193.9349,2931196.0945,2931192.596,2931193.8503,2931196.0099,2931192.7406,2931193.9949,2931196.1546,2931014.4356,2932017.6146,1003.179,2931,47.612,48.3746,66.5894,8.8967,2.8369
C3_evt_02932,run_2026A_c3_07.csv,run_2026A_c3_07.csv,C3,2932232.0958,2932233.816,2932235.8069,3.711,52.8891,12.0237,2932232.2028,2932233.9231,2932235.9139,2932232.2208,2932233.941,2932235.9319,2932232.0617,2932233.7819,2932235.7727,2932034.8688,2933026.3752,991.5064,2932,53.6782,53.5958,69.223,6.6427,-1.2134
C3_evt_02933,run_2026A_c3_07.csv,run_2026A_c3_07.csv,C3,2933196.0069,2933198.0451,2933200.5114,4.5045,63.1398,12.963,2933195.9599,2933197.9981,2933200.4644,2933195.8887,2933197.9269,2933200.3932,2933195.9739,2933198.0121,2933200.4784,2933015.9324,2934008.3474,992.4151,2933,59.6688,57.8065,76.9483,7.1975,1.391
C3_evt_02934,run_2026A_c3_07.csv,run_2026A_c3_07.csv,C3,2934200.3599,2934202.3354,2934204.9499,4.59,47.3017,10.0702,2934200.4658,2934202.4412,2934205.0557,2934200.5143,2934202.4897,2934205.1042,2934200.3231,2934202.2985,2934204.913,2934016.4017,2935014.7065,998.3048,2934,57.1441,56.691,49.8051,8.1748,0.5154
C3_evt_02935,run_2026A_c3_07.csv,run_2026A_c3_07.csv,C3,2935228.096,2935229.969,2935232.3229,4.227,34.7597,7.3888,2935228.3482,2935230.2213,2935232.5751,2935228.2082,2935230.0813,2935232.4352,2935228.0531,2935229.9262,2935232.28,2935032.0674,2936030.5808,998.5134,2935,55.6309,55.7134,45.2794,6.8435,0.3384
C3_evt_02936,run_2026A_c3_07.csv,run_2026A_c3_07.csv,C3,2936254.449,2936256.0124,2936257.9869,3.5378,70.0722,14.0342,2936254.4259,2936255.9892,2936257.9637,2936254.4033,2936255.9667,2936257.9412,2936254.5363,2936256.0996,2936258.0741,2936030.6532,2937039.647,1008.9938,2936,69.8626,64.3256,75.3526,9.7016,0.4761
C3_evt_02937,run_2026A_c3_07.csv,run_2026A_c3_07.csv,C3,2937214.3863,2937215.8509,2937218.0208,3.6345,66.1415,14.2876,2937214.3498,2937215.8144,2937217.9843,2937214.3675,2937215.8321,2937218.002,2937214.4706,2937215.9351,2937218.1051,2937015.0404,2938021.1321,1006.0917,2937,89.8902,88.3094,77.5941,7.7682,1.2343
C3_evt_02938,run_2026A_c3_07.csv,run_2026A_c3_07.csv,C3,2938234.149,2938235.947,2938238.7943,4.6453,52.9503,13.0297,2938234.0252,2938235.8231,2938238.6705,2938234.1134,2938235.9113,2938238.7587,2938234.0511,2938235.8491,2938238.6964,2938029.4818,2939031.5578,1002.0759,2938,72.9755,75.0339,56.2492,7.1095,0.1237
C3_evt_02939,run_2026A_c3_07.csv,run_2026A_c3_07.csv,C3,2939227.2646,2939229.1427,2939231.1825,3.9179,45.5794,9.7034,2939227.2882,2939229.1663,2939231.2061,2939227.4221,2939229.3002,2939231.34,2939227.2472,2939229.1253,2939231.1651,2939021.0912,2940017.046,995.9549,2939,96.572,93.9427,56.0403,7.7886,2.0483
C3_evt_02940,run_2026A_c3_07.csv,run_2026A_c3_07.csv,C3,2940240.2896,2940242.8183,2940245.8406,5.551,48.0503,9.4775,2940240.544,2940243.0727,2940246.095,2940240.4112,2940242.9399,2940245.9622,2940240.2214,2940242.7502,2940245.7724,2940026.6199,2941017.5518,990.9319,2940,93.7138,97.3606,60.8707,7.5629,0.735
C3_evt_02941,run_2026A_c3_07.csv,run_2026A_c3_07.csv,C3,2941217.4485,2941219.3649,2941221.5083,4.0598,60.8339,13.0842,2941217.626,2941219.5424,2941221.6858,2941217.4429,2941219.3593,2941221.5027,2941217.5304,2941219.4468,2941221.5901,2941014.021,2942003.5289,989.5079,2941,98.6784,97.4356,67.3143,10.94,4.4775
C3_evt_02942,run_2026A_c3_07.csv,run_2026A_c3_07.csv,C3,2942219.359,2942221.3475,2942223.8404,4.4814,48.4577,10.1659,2942219.0978,2942221.0863,2942223.5792,2942219.2156,2942221.204,2942223.697,2942219.2845,2942221.273,2942223.7659,2942019.6567,2943023.5197,1003.863,2942,108.6307,110.9408,52.1745,8.7675,-0.2079
C3_evt_02943,run_2026A_c3_07.csv,run_2026A_c3_07.csv,C3,2943203.0168,2943205.1707,2943207.8086,4.7917,49.9603,11.5723,2943202.9405,2943205.0944,2943207.7322,2943203.0301,2943205.184,2943207.8218,2943203.1063,2943205.2602,2943207.898,2943002.7295,2943986.2744,983.5449,2943,98.847,100.3506,56.0203,7.5018,-1.8856
C3_evt_02944,run_2026A_c3_07.csv,run_2026A_c3_07.csv,C3,2944210.6353,2944212.4835,2944214.7143,4.079,62.4744,14.2728,2944210.744,2944212.5922,2944214.823,2944210.6348,2944212.483,2944214.7138,2944210.666,2944212.5142,2944214.7451,2944024.4284,2945021.1306,996.7022,2944,132.0099,131.869,66.0934,9.6024,2.3248
C3_evt_02945,run_2026A_c3_07.csv,run_2026A_c3_07.csv,C3,2945203.5877,2945205.6706,2945207.8549,4.2672,60.455,13.3075,2945203.5333,2945205.6163,2945207.8005,2945203.6414,2945205.7244,2945207.9086,2945203.5621,2945205.6451,2945207.8293,2945015.0225,2946011.7384,996.7158,2945,136.2683,133.8503,71.7964,8.9286,0.2641
C3_evt_02946,run_2026A_c3_07.csv,run_2026A_c3_07.csv,C3,2946218.676,2946220.3116,2946222.3053,3.6292,65.1259,14.7997,2946218.4299,2946220.0655,2946222.0592,2946218.7583,2946220.3939,2946222.3876,2946218.5769,2946220.2124,2946222.2061,2946030.6269,2947025.8951,995.2682,2946,135.882,138.1811,87.706,6.6771,1.5694
C3_evt_02947,run_2026A_c3_07.csv,run_2026A_c3_07.csv,C3,2947194.2198,2947195.9224,2947198.16,3.9402,47.348,11.3717,2947194.1787,2947195.8814,2947198.1189,2947194.2342,2947195.9368,2947198.1744,2947194.2847,2947195.9874,2947198.2249,2947032.0748,2948027.0902,995.0154,2947,146.4717,144.5419,58.094,6.5826,0.7032
C3_evt_02948,run_2026A_c3_07.csv,run_2026A_c3_07.csv,C3,2948235.2857,2948236.8966,2948239.4403,4.1545,49.6239,10.8522,2948235.2478,2948236.8587,2948239.4023,2948235.2484,2948236.8593,2948239.403,2948235.394,2948237.0049,2948239.5486,2948041.6636,2949043.2913,1001.6277,2948,143.0915,142.9567,52.2613,8.6226,1.8494
C3_evt_02949,run_2026A_c3_07.csv,run_2026A_c3_07.csv,C3,2949187.2458,2949189.3175,2949192.1996,4.9538,49.5958,11.6329,2949187.2971,2949189.3688,2949192.2509,2949187.2504,2949189.3221,2949192.2042,2949187.2439,2949189.3156,2949192.1977,2949024.776,2950021.0428,996.2668,2949,172.8101,173.8113,60.2899,9.9271,1.8639
C3_evt_02950,run_2026A_c3_07.csv,run_2026A_c3_07.csv,C3,2950186.652,2950188.6625,2950191.2171,4.5651,59.1621,13.2947,2950186.6292,2950188.6397,2950191.1942,2950186.5155,2950188.526,2950191.0806,2950186.6431,2950188.6536,2950191.2082,2950024.533,2951029.3212,1004.7883,2950,169.1408,165.4203,72.2468,7.6132,-0.6738
C3_evt_02951,run_2026A_c3_07.csv,run_2026A_c3_07.csv,C3,2951168.9791,2951170.4169,2951172.0531,3.074,69.8261,15.9424,2951168.7195,2951170.1573,2951171.7936,2951168.8424,2951170.2801,2951171.9164,2951168.9026,2951170.3403,2951171.9766,2951021.723,2952012.4855,990.7625,2951,175.3576,174.0964,86.8026,7.6276,0.7134
C3_evt_02952,run_2026A_c3_07.csv,run_2026A_c3_07.csv,C3,2952143.5436,2952145.5523,2952148.5152,4.9717,47.7534,10.8046,2952143.5153,2952145.524,2952148.487,2952143.4782,2952145.487,2952148.4499,2952143.5626,2952145.5714,2952148.5343,2952015.5297,2953021.4904,1005.9607,2952,202.3125,197.8625,50.4824,7.608,-1.0712
C3_evt_02953,run_2026A_c3_07.csv,run_2026A_c3_07.csv,C3,2953150.229,2953152.0879,2953154.7894,4.5604,47.5285,9.7105,2953150.4852,2953152.3441,2953155.0456,2953150.1358,2953151.9947,2953154.6963,2953150.2197,2953152.0786,2953154.7802,2953020.6619,2954018.4786,997.8167,2953,197.4735,198.8721,61.345,7.6303,1.4216
C3_evt_02954,run_2026A_c3_07.csv,run_2026A_c3_07.csv,C3,2954143.924,2954145.374,2954146.8662,2.9422,59.9916,13.4637,2954143.944,2954145.3941,2954146.8862,2954143.9108,2954145.3609,2954146.8531,2954143.8945,2954145.3446,2954146.8368,2954004.2547,2955000.605,996.3503,2954,195.1954,194.622,69.564,8.8918,1.3018
C3_evt_02955,run_2026A_c3_07.csv,run_2026A_c3_07.csv,C3,2955143.381,2955145.177,2955147.4139,4.0329,57.3463,11.8867,2955143.452,2955145.2481,2955147.4849,2955143.2798,2955145.0759,2955147.3128,2955143.2731,2955145.0692,2955147.3061,2955026.8564,2956035.3779,1008.5215,2955,206.5346,211.7047,68.4905,9.1174,-0.9546
C3_evt_02956,run_2026A_c3_07.csv,run_2026A_c3_07.csv,C3,2956140.4545,2956141.8704,2956143.7593,3.3048,55.3964,13.5121,2956140.5044,2956141.9203,2956143.8091,2956140.5099,2956141.9259,2956143.8147,2956140.4889,2956141.9049,2956143.7937,2956026.6609,2957035.1782,1008.5173,2956,216.9377,218.1654,70.9665,7.6511,-1.463
C3_evt_02957,run_2026A_c3_07.csv,run_2026A_c3_07.csv,C3,2957134.149,2957136.1916,2957138.2516,4.1026,58.6957,13.24,2957134.4124,2957136.4549,2957138.5149,2957134.0969,2957136.1395,2957138.1995,2957134.0356,2957136.0781,2957138.1381,2957008.164,2957992.816,984.652,2957,212.3887,209.5063,66.7431,8.6584,2.4396
C3_evt_02958,run_2026A_c3_07.csv,run_2026A_c3_07.csv,C3,2958138.9974,2958141.0827,2958143.5212,4.5238,43.3952,9.2564,2958139.2721,2958141.3574,2958143.7958,2958138.9458,2958141.0311,2958143.4696,2958138.9915,2958141.0768,2958143.5153,2958024.1823,2959037.0437,1012.8614,2958,222.442,223.9943,47.3882,7.4863,0.8641
C3_evt_02959,run_2026A_c3_07.csv,run_2026A_c3_07.csv,C3,2959093.0791,2959094.6795,2959096.7555,3.6765,61.0761,12.8495,2959093.2429,2959094.8433,2959096.9193,2959093.1762,2959094.7766,2959096.8526,2959093.0036,2959094.6041,2959096.6801,2959005.8493,2960006.3668,1000.5175,2959,239.7664,237.9038,78.6251,9.9149,1.5816
C3_evt_02960,run_2026A_c3_07.csv,run_2026A_c3_07.csv,C3,2960127.0967,2960129.0982,2960131.4686,4.3719,35.7904,6.9946,2960126.9802,2960128.9818,2960131.3521,2960127.1447,2960129.1463,2960131.5167,2960127.0255,2960129.0271,2960131.3975,2960020.4565,2961015.1563,994.6997,2960,222.0449,219.4827,40.3889,8.5313,1.2529
C3_evt_02961,run_2026A_c3_07.csv,run_2026A_c3_07.csv,C3,2961116.6854,2961118.4074,2961120.9759,4.2906,53.2824,11.5349,2961116.8729,2961118.5949,2961121.1635,2961116.7705,2961118.4925,2961121.061,2961116.6348,2961118.3568,2961120.9254,2961018.4561,2962014.8738,996.4177,2961,234.5517,235.5856,67.6649,8.6598,0.1287
C3_evt_02962,run_2026A_c3_07.csv,run_2026A_c3_07.csv,C3,2962112.4822,2962114.2089,2962116.7692,4.287,55.9128,13.2925,2962112.2153,2962113.942,2962116.5023,2962112.353,2962114.0798,2962116.64,2962112.554,2962114.2807,2962116.841,2962019.5924,2963010.6017,991.0094,2962,255.9089,250.615,60.1905,7.2697,-0.7954
C3_evt_02963,run_2026A_c3_07.csv,run_2026A_c3_07.csv,C3,2963118.1623,2963120.054,2963122.1521,3.9898,51.3578,12.9948,2963118.2975,2963120.1893,2963122.2874,2963118.0688,2963119.9606,2963122.0587,2963118.1608,2963120.0525,2963122.1507,2963026.4368,2964019.7915,993.3546,2963,261.0753,262.1227,65.6314,7.0044,2.6536
C3_evt_02964,run_2026A_c3_07.csv,run_2026A_c3_07.csv,C3,2964118.2769,2964120.2182,2964123.0606,4.7837,43.9442,9.6358,2964118.267,2964120.2084,2964123.0508,2964118.2975,2964120.2388,2964123.0812,2964118.2187,2964120.16,2964123.0024,2964020.2159,2965019.3128,999.0969,2964,257.681,256.8404,57.5979,8.9424,0.324
C3_evt_02965,run_2026A_c3_07.csv,run_2026A_c3_07.csv,C3,2965104.5134,2965106.6528,2965109.4115,4.8982,49.7542,10.542,2965104.7303,2965106.8698,2965109.6285,2965104.3621,2965106.5016,2965109.2603,2965104.4872,2965106.6267,2965109.3854,2965026.0715,2966032.8686,1006.7972,2965,271.6734,269.4402,56.0329,7.3526,0.9083
C3_evt_02966,run_2026A_c3_07.csv,run_2026A_c3_07.csv,C3,2966108.5314,2966110.377,2966112.7038,4.1724,62.8102,13.8118,2966108.6387,2966110.4843,2966112.8111,2966108.472,2966110.3176,2966112.6444,2966108.4939,2966110.3395,2966112.6663,2966027.616,2967026.4058,998.7898,2966,286.8426,287.8136,83.3942,7.801,0.4761
C3_evt_02967,run_2026A_c3_07.csv,run_2026A_c3_07.csv,C3,2967099.9564,2967101.8724,2967104.7028,4.7465,49.7344,11.1118,2967099.9228,2967101.8388,2967104.6692,2967100.0521,2967101.9681,2967104.7986,2967099.9285,2967101.8446,2967104.675,2967008.0582,2968010.2579,1002.1997,2967,288.7405,291.4887,66.205,5.8421,2.4385
C3_evt_02968,run_2026A_c3_07.csv,run_2026A_c3_07.csv,C3,2968094.388,2968095.9535,2968098.384,3.996,54.6716,12.5357,2968094.1943,2968095.7598,2968098.1903,2968094.4537,2968096.0192,2968098.4497,2968094.4866,2968096.0521,2968098.4826,2968020.0199,2969024.0163,1003.9964,2968,290.7449,292.992,69.7526,8.3525,-0.0805
C3_evt_02969,run_2026A_c3_07.csv,run_2026A_c3_07.csv,C3,2969108.3006,2969109.6213,2969111.5601,3.2595,58.398,11.9558,2969108.2327,2969109.5534,2969111.4923,2969108.255,2969109.5757,2969111.5146,2969108.3822,2969109.7029,2969111.6417,2969021.7791,2970014.3912,992.6121,2969,310.0208,308.0909,62.9344,7.5015,1.2783
C3_evt_02970,run_2026A_c3_07.csv,run_2026A_c3_07.csv,C3,2970093.5669,2970095.3076,2970097.4227,3.8558,58.1653,12.4027,2970093.3942,2970095.1349,2970097.25,2970093.6586,2970095.3993,2970097.5144,2970093.5069,2970095.2476,2970097.3627,2970009.8701,2971006.2822,996.4121,2970,306.8726,309.1361,71.6719,8.7687,0.0437
C3_evt_02971,run_2026A_c3_07.csv,run_2026A_c3_07.csv,C3,2971137.3076,2971139.3553,2971141.3624,4.0548,57.5488,12.4942,2971137.1125,2971139.1602,2971141.1673,2971137.2223,2971139.27,2971141.2771,2971137.2112,2971139.2588,2971141.2659,2971026.6554,2972029.0824,1002.4269,2971,316.5026,318.5522,72.4681,9.1658,-1.8898
C3_evt_02972,run_2026A_c3_07.csv,run_2026A_c3_07.csv,C3,2972097.3604,2972099.0851,2972101.5467,4.1863,64.6116,14.8667,2972097.6337,2972099.3584,2972101.82,2972097.4003,2972099.125,2972101.5866,2972097.2605,2972098.9852,2972101.4468,2972010.6997,2973009.5142,998.8145,2972,321.9262,321.3341,67.9498,8.4296,1.8095
C3_evt_02973,run_2026A_c3_07.csv,run_2026A_c3_07.csv,C3,2973169.0723,2973170.2806,2973171.914,2.8418,45.2101,10.2862,2973169.3374,2973170.5458,2973172.1792,2973169.0783,2973170.2867,2973171.9201,2973168.9992,2973170.2076,2973171.841,2973019.8318,2974013.7158,993.884,2973,347.8478,352.8257,54.8333,8.7688,1.6355
C3_evt_02974,run_2026A_c3_07.csv,run_2026A_c3_07.csv,C3,2974132.2795,2974134.3234,2974136.9994,4.7199,38.9035,7.3117,2974132.3172,2974134.3611,2974137.0371,2974132.448,2974134.4919,2974137.1679,2974132.3495,2974134.3934,2974137.0694,2974016.1595,2975018.5247,1002.3652,2974,344.9668,344.5794,49.8333,9.9733,3.3018
C3_evt_02975,run_2026A_c3_07.csv,run_2026A_c3_07.csv,C3,2975158.9997,2975160.9668,2975163.746,4.7463,50.6468,10.747,2975159.1458,2975161.1128,2975163.892,2975158.9856,2975160.9527,2975163.7319,2975159.0214,2975160.9885,2975163.7677,2975014.7331,2976020.3881,1005.6551,2975,349.2302,349.2723,61.643,8.6683,-0.1043
C3_evt_02976,run_2026A_c3_07.csv,run_2026A_c3_07.csv,C3,2976168.3629,2976170.23,2976172.6208,4.258,45.4745,9.3456,2976168.4563,2976170.3234,2976172.7142,2976168.2065,2976170.0737,2976172.4644,2976168.2434,2976170.1105,2976172.5013,2976038.6286,2977035.7766,997.148,2976,353.0693,358.502,52.2159,8.4306,-0.4848
C3_evt_02977,run_2026A_c3_07.csv,run_2026A_c3_07.csv,C3,2977174.3209,2977175.8655,2977178.0089,3.688,49.8087,11.5723,2977174.4661,2977176.0107,2977178.1541,2977174.4982,2977176.0428,2977178.1862,2977174.3159,2977175.8606,2977178.004,2977011.8367,2978016.1873,1004.3506,2977,9.619,6.6724,64.3386,9.5245,2.1074
C3_evt_02978,run_2026A_c3_07.csv,run_2026A_c3_07.csv,C3,2978181.6193,2978183.223,2978184.8637,3.2444,57.8349,11.8532,2978181.7911,2978183.3948,2978185.0355,2978181.6511,2978183.2548,2978184.8954,2978181.6103,2978183.214,2978184.8547,2978016.5461,2979012.918,996.3718,2978,355.6181,354.3999,66.1586,10.7407,0.5019
C3_evt_02979,run_2026A_c3_07.csv,run_2026A_c3_07.csv,C3,2979171.7395,2979173.4804,2979175.3181,3.5786,52.6267,11.4134,2979171.716,2979173.4569,2979175.2946,2979171.5722,2979173.3131,2979175.1508,2979171.8253,2979173.5662,2979175.4039,2979015.187,2980022.5289,1007.3419,2979,12.4199,16.1029,62.5212,5.5792,3.5373
C3_evt_02980,run_2026A_c3_07.csv,run_2026A_c3_07.csv,C3,2980177.5021,2980179.5797,2980182.2963,4.7942,34.9209,8.2345,2980177.3638,2980179.4414,2980182.158,2980177.5634,2980179.6409,2980182.3576,2980177.4411,2980179.5187,2980182.2353,2980021.7605,2981023.1912,1001.4307,2980,18.8528,20.1278,37.0532,7.555,-1.0268
C3_evt_02981,run_2026A_c3_07.csv,run_2026A_c3_07.csv,C3,2981216.4006,2981218.4714,2981221.3243,4.9236,47.7838,11.5178,2981216.345,2981218.4158,2981221.2686,2981216.2937,2981218.3645,2981221.2174,2981216.3007,2981218.3715,2981221.2244,2981036.9989,2982040.894,1003.8951,2981,34.4731,32.8867,59.2408,7.9916,-0.1304
C3_evt_02982,run_2026A_c3_07.csv,run_2026A_c3_07.csv,C3,2982211.4778,2982213.4833,2982215.8247,4.3469,46.0427,8.9564,2982211.2955,2982213.301,2982215.6424,2982211.6419,2982213.6474,2982215.9887,2982211.517,2982213.5225,2982215.8639,2982031.9435,2983040.088,1008.1444,2982,42.1296,42.6001,57.9105,8.2994,2.3647
C3_evt_02983,run_2026A_c3_07.csv,run_2026A_c3_07.csv,C3,2983214.0436,2983215.6897,2983217.7101,3.6664,43.0862,8.6864,2983213.8068,2983215.4529,2983217.4732,2983213.9067,2983215.5528,2983217.5731,2983214.0966,2983215.7426,2983217.763,2983016.3009,2984025.0353,1008.7344,2983,41.4198,43.5886,57.1169,10.6251,0.9214
C3_evt_02984,run_2026A_c3_07.csv,run_2026A_c3_07.csv,C3,2984191.422,2984193.6863,2984196.719,5.297,61.5611,14.8613,2984191.4002,2984193.6645,2984196.6973,2984191.5793,2984193.8436,2984196.8763,2984191.5201,2984193.7844,2984196.8172,2984015.8629,2985020.7424,1004.8794,2984,36.7646,41.236,81.6163,8.5746,1.6294
C3_evt_02985,run_2026A_c3_07.csv,run_2026A_c3_07.csv,C3,2985214.5448,2985216.9737,2985219.5397,4.9949,53.0184,11.6998,2985214.7837,2985217.2126,2985219.7786,2985214.577,2985217.006,2985219.572,2985214.6496,2985217.0785,2985219.6445,2985036.215,2986036.2781,1000.0631,2985,70.2654,68.5193,62.3572,9.1358,2.3434
C3_evt_02986,run_2026A_c3_07.csv,run_2026A_c3_07.csv,C3,2986241.7789,2986243.4225,2986245.1372,3.3582,61.7693,12.9411,2986241.9574,2986243.601,2986245.3157,2986241.7237,2986243.3673,2986245.0819,2986241.7165,2986243.3601,2986245.0747,2986019.2131,2987023.3138,1004.1007,2986,56.2343,54.7299,66.1735,7.563,2.0363
C3_evt_02987,run_2026A_c3_07.csv,run_2026A_c3_07.csv,C3,2987202.0042,2987204.0988,2987207.0248,5.0205,43.3987,9.7637,2987201.8995,2987203.994,2987206.92,2987202.0568,2987204.1514,2987207.0774,2987201.906,2987204.0006,2987206.9266,2987009.9349,2988012.8911,1002.9562,2987,68.8202,61.3538,45.9362,7.8779,-0.0415
C3_evt_02988,run_2026A_c3_07.csv,run_2026A_c3_07.csv,C3,2988202.5644,2988203.9246,2988205.9794,3.415,73.5343,16.1403,2988202.4409,2988203.8011,2988205.8559,2988202.6891,2988204.0492,2988206.1041,2988202.5293,2988203.8895,2988205.9443,2988021.0047,2989028.8998,1007.8952,2988,69.2224,72.643,87.3714,9.7643,-0.5866
C3_evt_02989,run_2026A_c3_07.csv,run_2026A_c3_07.csv,C3,2989214.085,2989216.0286,2989218.8558,4.7708,52.0107,9.7384,2989213.8487,2989215.7923,2989218.6195,2989214.2315,2989216.1751,2989219.0023,2989214.1706,2989216.1143,2989218.9415,2989017.7989,2990026.3414,1008.5426,2989,82.8283,83.3729,63.9402,9.6358,-0.5167
C3_evt_02990,run_2026A_c3_07.csv,run_2026A_c3_07.csv,C3,2990222.0281,2990223.5987,2990225.4434,3.4153,52.6356,14.3836,2990221.8285,2990223.399,2990225.2438,2990222.0227,2990223.5933,2990225.4381,2990222.0284,2990223.5989,2990225.4437,2990031.1435,2991036.3315,1005.1879,2990,91.9305,93.9394,66.6135,6.2185,0.4277
C3_evt_02991,run_2026A_c3_07.csv,run_2026A_c3_07.csv,C3,2991235.6822,2991237.1563,2991239.038,3.3558,48.316,11.805,2991235.6299,2991237.1041,2991238.9858,2991235.6559,2991237.1301,2991239.0118,2991235.5712,2991237.0453,2991238.927,2991035.5594,2992039.9458,1004.3865,2991,93.4806,93.7193,64.5156,9.4874,0.0666
C3_evt_02992,run_2026A_c3_07.csv,run_2026A_c3_07.csv,C3,2992220.8151,2992222.3716,2992224.6255,3.8104,47.1053,9.9505,2992220.7532,2992222.3098,2992224.5637,2992220.9781,2992222.5346,2992224.7885,2992220.8414,2992222.3979,2992224.6518,2992018.89,2993015.2196,996.3296,2992,95.9235,97.4495,59.3798,9.8572,2.2305
